bc,co,date,location,no2,o3,pm10,pm25,so2
"","",2022-04-29,East Matunuck,"",0.0444,"","",""
"",0.1998,2022-04-29,Phoenix JLG Supersit,0.008,0.0404,39.369,11.0952,0.0
"","",2022-04-29,Bakersfield - Golden,"","",43.8471,14.1765,""
"","",2022-04-29,Rotary Park,"",0.0396,"","",""
"","",2022-04-29,Greenfield,"",0.0427,"",3.76,""
"","",2022-04-29,Minneapolis-Phillips,"","","",11.3583,""
"","",2022-04-29,Rochester,"",0.0333,"",7.5626,""
"","",2022-04-29,Marcus Hook,"","","",5.2184,""
"","",2022-04-29,Kessler,"",0.0336,"","",""
"","",2022-04-29,Brawley - 220 Main S,"","",88.9256,"",""
"","",2022-04-29,Joliet,"","","",9.6883,""
"","",2022-04-29,BUCKNER,"",0.0434,"","",""
"","",2022-04-29,Riverhead,"",0.0464,"","",""
"","",2022-04-29,Honeycutt,"",0.034,"","",""
"","",2022-04-29,LACROSSE DOT,"",0.0302,"",11.919,""
"","",2022-04-29,Bend Ponderosa Eleme,"","","",3.2232,""
"","",2022-04-29,NLRAP,"",0.0457,"","",""
"",0.0,2022-04-29,Perimeter,0.02,"","","",""
"","",2022-04-29,Laurel Oaks Elementa,"",0.0342,"",8.9548,""
"","",2022-04-29,Noblesville-191st St,"",0.033,"","",""
"","",2022-04-29,Clarksville,"","","",14.125,""
"","",2022-04-29,Cody SLAMS,"","","",3.6169,""
"","",2022-04-29,Dillon,"","","",3.0778,""
"",0.2038,2022-04-29,West Chandler Fire S,"",0.043,43.875,"",""
"",0.2584,2022-04-29,Azusa,0.0085,0.0311,"","",""
"","",2022-04-29,SEAFORD,"",0.0419,"",5.3714,""
"","",2022-04-29,Pensacola NAS,"",0.0479,"","",""
"","",2022-04-29,Solano Drive,"",0.0451,"","",""
"","",2022-04-29,Leavenworth-Evans St,"","","",3.7,""
"","",2022-04-29,Coweeta,"",0.056,"","",""
"","",2022-04-29,Portola,"","","",16.475,""
"",0.2313,2022-04-29,La Casa NCORE - 4545,0.0108,0.0426,41.0108,8.8532,1.0E-4
"","",2022-04-29,Fort Collins - West,"",0.0514,"","",""
"","",2022-04-29,Sikes Elementary Sch,"",0.0466,"","",9.0E-4
"","",2022-04-29,Cottonwood,"","","",4.1058,""
"","",2022-04-29,Weiser PM25,"","","",7.5301,""
"","",2022-04-29,NORMAL,"",0.0369,"",10.732,""
"","",2022-04-29,Nogales ITN,"","",61.9524,12.0107,""
"","",2022-04-29,FGRLAKES,"",0.0449,"","",""
"",0.0901,2022-04-29,Cornwall,"",0.048,8.0446,3.4348,0.0
"","",2022-04-29,Plummer CDA Tribe,"","","",5.4854,""
"","",2022-04-29,EVANSTON,"",0.0345,"","",""
"","",2022-04-29,PEORIA_H,"",0.0414,"","",""
"","",2022-04-29,Avon,"",0.0274,"","",""
"","",2022-04-29,Indpls-W.18th St,"","","",8.4942,""
"","",2022-04-29,Goodland,"","",30.4299,"",""
"","",2022-04-29,Portland - Deering O,0.0026,0.039,"",2.4935,""
"","",2022-04-29,Williams Middle Scho,"","","",11.4269,""
"","",2022-04-29,Soddy Daisy,"",0.0472,"","",""
"","",2022-04-29,Bennington,"",0.0466,"",3.756,""
"","",2022-04-29,Montoursville,"",0.0375,"","",""
"","",2022-04-29,Salamonie Reservoir,"",0.0403,"","",""
"","",2022-04-29,Penn State,"",0.0498,"","",""
"","",2022-04-29,GREENBRIER COUNTY,"",0.0364,"","",""
"","",2022-04-29,LEHI,"",0.0475,43.0874,"",""
"",0.2845,2022-04-29,Colorado Springs - H,"","","","",0.0
"","",2022-04-29,WAIKOLOA,"","","",1.9667,""
"","",2022-04-29,Flora,"",0.0287,"","",""
"","",2022-04-29,Lone Pine,"","",30.1552,"",""
"","",2022-04-29,PC South Girard Scho,"",0.0381,"",12.8932,""
"","",2022-04-29,Caddo Valley,"",0.0491,"","",""
"","",2022-04-29,Homestead Fire Stati,"","","",9.85,""
"","",2022-04-29,MONTG,"",0.0427,"",12.066,""
"","",2022-04-29,Nipomo Mesa CDF,"","",49.3097,14.7345,""
"",0.1483,2022-04-29,St. Lukes Meridian,0.0049,0.0379,"","",0.0
"",0.1675,2022-04-29,Evansville-Lloyd,"","","","",""
"","",2022-04-29,MIDAIR,"",0.0395,"",11.0288,""
"","",2022-04-29,Convent,"",0.0344,"","",""
"","",2022-04-29,SPRINGFIELDSP,0.0033,"","",4.0408,0.0
"",0.1748,2022-04-29,Boston - Roxbury,0.0075,0.0413,"",3.6667,0.0
"","",2022-04-29,Klamath Falls - Pete,"","","",3.9112,""
"","",2022-04-29,Cottage Grove City S,"","","",2.4168,""
"","",2022-04-29,Basin,"",0.0397,"","",""
"","",2022-04-29,NO. BHAM,"",0.0355,53.2234,22.2598,""
"","",2022-04-29,Ft. Collins - CSU Fa,"","",29.4684,8.0456,""
"","",2022-04-29,Lewistown,"",0.0436,7.4272,5.7727,""
"","",2022-04-29,Rider University,"",0.0433,"",3.3929,""
"","",2022-04-29,Hackney,"","","","",2.0E-4
"","",2022-04-29,Burneyville,"",0.0313,"","",""
"","",2022-04-29,Pendleton - McKay Cr,"","","",2.0286,""
"","",2022-04-29,Aberdeen,"","",16.8544,8.3456,""
"","",2022-04-29,Simi Valley - Cochra,"",0.0397,30.08,12.648,""
"","",2022-04-29,Kenner,"",0.0327,"","",""
"","",2022-04-29,Newport-Calispel,"","","",4.5727,""
"","",2022-04-29,Heritage Park,"",0.0334,16.6923,8.9538,""
"","",2022-04-29,Nogales Post Office,"","",39.2738,10.8333,""
"","",2022-04-29,Fair Hill,"",0.045,"",4.119,""
"","",2022-04-29,Red Lake Nation,"","","",6.9683,""
"","",2022-04-29,Eau Claire,"",0.0372,21.7048,8.6219,""
"","",2022-04-29,Juel Spring,0.001,0.0452,"","",""
"","",2022-04-29,Estacada Clackamas R,"","","",3.664,""
"","",2022-04-29,Eastern Band of Cher,"",0.0449,"",9.4435,""
"","",2022-04-29,Lebec,"","","",5.8,""
"","",2022-04-29,Sutter Buttes (seaso,"",0.0511,"","",""
"","",2022-04-29,Sandcut,"",0.0387,"","",""
"","",2022-04-29,Eisenhower Park,"","","",2.7067,""
"","",2022-04-29,Zion NP,"",0.0595,"","",""
"","",2022-04-29,Carthage,"","","",6.5893,""
"","",2022-04-29,NWBLMFLD,"",0.0417,"","",""
"","",2022-04-29,ARNOLD WEST,"",0.0374,21.0531,9.9299,""
"","",2022-04-29,El Cajon - Lexington,"",0.0483,"",13.944,""
"",0.1144,2022-04-29,Ute 1,0.0023,0.0465,"","",""
"","",2022-04-29,DANIA_BEACH,0.0051,0.0395,"","",""
"","",2022-04-29,Springfield Ag,"","","",9.766,""
"","",2022-04-29,Linville Falls,"",0.0377,"","",""
"","",2022-04-29,BAYSIDE,"",0.0436,"","",""
"","",2022-04-29,Kamiah,"","","",3.5545,""
"","",2022-04-29,Beaufort,"",0.0456,"","",""
"",0.188,2022-04-29,Bakersfield-Muni,0.0088,0.0369,"","",""
"","",2022-04-29,Soda Springs SO2,"","","","",0.001
"","",2022-04-29,Rochester Near-road,"","","",3.6692,""
"","",2022-04-29,McAlester,"",0.0366,14.744,8.0192,""
"","",2022-04-29,Canyonlands NP,"",0.0579,"","",""
"","",2022-04-29,York,"",0.0396,"",5.4984,""
"","",2022-04-29,Fellows Lake,"",0.0463,"","",""
"","",2022-04-29,Orange Grove,"","",30.9126,8.534,""
"","",2022-04-29,Skiatook,"",0.0361,"","",""
"","",2022-04-29,Grangeville,"","","",2.7143,""
"","",2022-04-29,"Muscatine, High Scho","","","",10.1619,0.0041
"","",2022-04-29,Pinnacle Peak Club H,"",0.0525,"","",""
"","",2022-04-29,LEWES,"",0.045,"","",""
"","",2022-04-29,Stuart,"",0.0432,"",8.9202,""
"","",2022-04-29,DURHAM,"",0.0397,"","",""
"","",2022-04-29,Lebanon,"",0.0403,"",5.223,""
"","",2022-04-29,Holtsville,"",0.0446,"",2.25,""
"","",2022-04-29,SLO Roberto,"","",19.032,7.56,""
"","",2022-04-29,Nampa Fire Station,"","",11.0208,2.2619,""
"","",2022-04-29,Monmouth University,"",0.0443,"","",""
"","",2022-04-29,Kremlin,"","","","",0.001
"","",2022-04-29,The Dalles - Cherry,"","","",2.628,""
"","",2022-04-29,Enumclaw Mud Mt (SO),"",0.0318,"","",""
"","",2022-04-29,Airway Heights-West,"","","",2.6765,""
"","",2022-04-29,FOND DU LAC,"",0.043,"","",""
"","",2022-04-29,Warner Robins,"","",23.0,10.0528,""
"","",2022-04-29,St. Cloud,"",0.0312,"",10.1825,""
"","",2022-04-29,Alliance,"",0.0324,"","",""
"","",2022-04-29,Sisters Forest Servi,"","","",2.1192,""
"","",2022-04-29,Omak-Colville Tribe,"","","",7.0588,""
"","",2022-04-29,Kaukauna,"","","","",5.0E-4
"","",2022-04-29,Redlands - Dearborn,"",0.0421,"","",""
"","",2022-04-29,Westport,0.0073,0.0408,"","",""
"","",2022-04-29,NICHVILL,"",0.0442,"","",""
"","",2022-04-29,Northampton,0.0017,"","",4.888,""
"","",2022-04-29,Lawrenceville,"",0.0294,"",6.4019,""
"","",2022-04-29,Swiftwater,"",0.0488,"","",""
"","",2022-04-29,Lee Vining,"","",17.0,5.665,""
"",0.7,2022-04-29,NR-Georgia Tech,0.0253,"","",14.3427,""
"","",2022-04-29,ROCK_IS,"",0.0281,"",12.2505,""
"",0.2746,2022-04-29,Lakeville - Near Roa,0.0073,"","",9.2143,""
"","",2022-04-29,Morrisania,"","","",2.2358,""
"","",2022-04-29,Candor FRO,"","","",14.408,""
"","",2022-04-29,Allentown,"",0.0423,"",4.748,""
"","",2022-04-29,Adams-Birch,"","",52.3452,13.8376,""
"","",2022-04-29,Oak Harbor-SW 6th (U,"","","",2.3656,""
"","",2022-04-29,Spokane-Greenbluff R,"",0.0326,"","",""
"","",2022-04-29,Azalea,0.0031,0.0443,"",8.5538,""
"","",2022-04-29,Nashua - Gilson Rd.,"",0.0439,"","",""
"","",2022-04-29,Quincy 3rd,"","","",3.3775,""
"","",2022-04-29,West 43rd,"","",74.4904,"",""
"","",2022-04-29,Parlier,0.0041,0.0397,"","",""
"","",2022-04-29,Douglasville,"",0.048,"","",""
"","",2022-04-29,West Mesa,"","",20.816,"",""
"","",2022-04-29,Hermiston - Municipa,"","","",2.6384,""
"","",2022-04-29,Kemmerer Mobile,0.0012,0.0488,17.1692,3.5231,0.0
"","",2022-04-29,Huntington Wildlife,"",0.0442,"","",""
"","",2022-04-29,Green Valley,"",0.0499,22.2039,6.4466,""
"","",2022-04-29,BONDVILLE,"","","",8.1092,""
"","",2022-04-29,CTCLUSI Radar Hill-O,"","","",-2.7317,""
"","",2022-04-29,AIR LAB,"","","",11.5146,""
"","",2022-04-29,Albemarle HS,"",0.0359,"",4.2447,""
"","",2022-04-29,SAVANNAH,"",0.0383,"","",""
"","",2022-04-29,Clermont,"",0.0514,"","",""
"","",2022-04-29,Holiday,"",0.0459,"","",""
"","",2022-04-29,Guiding Hand,"","","","",0.0
"","",2022-04-29,Shady Cove - Shady C,"","","",3.8112,""
"","",2022-04-29,Coastal Carolina,"",0.0361,"","",""
"","",2022-04-29,Whiterocks,5.0E-4,0.053,"","",""
"","",2022-04-29,Jefferson-Laatsch,"",0.0366,"","",""
"","",2022-04-29,North Holywood,0.0096,0.038,"",16.6583,""
"","",2022-04-29,Rossville-Williams S,"","",32.301,18.1291,""
"",0.3413,2022-04-29,Reseda,0.0115,0.0343,"",16.3215,""
"","",2022-04-29,Manteca,"","",21.2824,5.3176,""
"","",2022-04-29,DESPLNS,"",0.033,"",8.7243,""
"","",2022-04-29,HOUSTON,"",0.0378,"",10.1286,""
"","",2022-04-29,Thompson Falls HS,"","",24.767,13.7641,""
"","",2022-04-29,Sycamore,"",0.0392,"",5.2942,""
"","",2022-04-29,Reading Airport,"",0.0472,"",4.5856,""
"","",2022-04-29,Southside,"",0.0332,"","",""
"","",2022-04-29,Roseville - N.Sunris,0.003,0.0527,46.1429,4.4286,""
"","",2022-04-29,Carrizo,"",0.043,"","",""
"","",2022-04-29,Red Bluff - Walnut o,"",0.0498,"",4.0084,""
"","",2022-04-29,Madisonville,"",0.029,"",11.9476,""
"","",2022-04-29,CASTLE H,"",0.0279,12.424,5.32,""
"","",2022-04-29,Cool (Seasonal),"",0.0433,"","",""
"","",2022-04-29,Rumford,"","","",1.2716,""
"","",2022-04-29,Elko,"","",15.5957,"",""
"","",2022-04-29,Bernalillo,"",0.051,"","",""
"","",2022-04-29,RURAL RETREAT,"",0.0369,"","",""
"","",2022-04-29,Moses Lake-Balsam St,"","","",5.4134,""
"","",2022-04-29,Merced-M St,"","",26.8824,7.6588,""
"","",2022-04-29,SMITHLD,"",0.0404,"","",""
"","",2022-04-29,ALBA,"",0.0389,"","",""
"","",2022-04-29,Mono Shore,"","",11.1616,"",""
"","",2022-04-29,Lompoc H Street,"",0.0434,24.704,9.192,""
"","",2022-04-29,YMCA - Marion County,"",0.0483,"",8.6173,""
"","",2022-04-29,Butte Greely School,"","",8.8155,2.6243,""
"","",2022-04-29,York Landfill,"",0.0308,"","",0.0
"","",2022-04-29,Chehalis-Market Blvd,"","","",3.8892,""
"","",2022-04-29,"Pisgah, Forestry Off","",0.037,"","",""
"","",2022-04-29,Mayo Clinic,"",0.0552,"",10.1512,""
"","",2022-04-29,Columbia Falls,"","",13.5243,8.6485,""
"","",2022-04-29,Laconia,"",0.0429,"",3.9753,""
"","",2022-04-29,Erie,"",0.0324,"",5.661,""
"","",2022-04-29,Portland - Sauvie Is,"","","",4.523,""
"","",2022-04-29,JAMES S. LONG PARK,0.0017,0.045,"","",""
"","",2022-04-29,Vancouver-NE 84th Av,"","","",3.0784,""
"","",2022-04-29,Marysville-7th Ave,"","","",6.3333,""
"","",2022-04-29,Corona de Tucson,"","",20.9438,"",""
"","",2022-04-29,Grass Valley,"",0.0521,"",4.12,""
"","",2022-04-29,Red Mountain,"",0.0476,"","",""
"","",2022-04-29,Tranquillity,"",0.0355,"",5.2235,""
"","",2022-04-29,Stratford,"",0.044,"","",""
"","",2022-04-29,GRAYSON,"",0.0349,"",5.3806,""
"","",2022-04-29,Glacier NP,"",0.0296,"","",""
"","",2022-04-29,Paul Meyer,"",0.0572,92.5089,16.0563,""
"","",2022-04-29,Cayce City Hall,"","",32.633,"",""
"","",2022-04-29,Eugene - Wilkes Dr.,"","","",1.7856,""
"","",2022-04-29,Richmond City Near R,"","","",6.266,""
"","",2022-04-29,Brighton Township,"",0.0461,"","",""
"","",2022-04-29,MOUNDSVILLE,"","","",7.1268,""
"","",2022-04-29,EAST HEALTH CENTER,"",0.0205,"","",""
"","",2022-04-29,Butte (Harrison Cour,"","",8.5842,1.5484,""
"","",2022-04-29,Lafayette,"",0.0439,"",13.1921,""
"","",2022-04-29,Las Cruces ED,"","","",6.12,""
"","",2022-04-29,WNVLELSC,"",0.0357,"","",""
"","",2022-04-29,Lima,"",0.0421,"",5.6362,0.001
"","",2022-04-29,Xenia,"",0.0373,"","",""
"","",2022-04-29,Tukwila_Allentown,"","","",2.9412,""
"","",2022-04-29,Sumatra,"",0.0483,"","",""
"","",2022-04-29,Nez Perce Tribe,"",0.0409,"","",""
"",0.0867,2022-04-29,Bondville,"",0.0403,"","",0.001
"","",2022-04-29,Ft McD Yuma Frank-AZ,"","",41.9762,"",""
"","",2022-04-29,Honolulu,"","",12.4778,3.9111,0.0
"","",2022-04-29,Garyville,"",0.0251,"","",""
"","",2022-04-29,MILITARY PARK,0.0145,"","",6.8381,7.0E-4
"","",2022-04-29,Great Falls Overlook,"","","",5.268,""
"",0.2256,2022-04-29,Elizabeth Trailer,0.0115,"","",3.6372,0.0
"","",2022-04-29,Piseco Lake,"",0.0469,"","",""
"","",2022-04-29,Bend - Pump Station,"","","",2.5383,""
"","",2022-04-29,Medford Welch & Jack,"","","",5.3933,""
"","",2022-04-29,Mt Vernon-S 2nd St,"","","",3.6441,""
"","",2022-04-29,Sunriver Three River,"","","",2.7544,""
"","",2022-04-29,North Charleston F.S,"","","",10.1531,""
"","",2022-04-29,"Muscatine, Musser Pa","","","","",8.0E-4
"","",2022-04-29,Hurst Road,"","","",2.77,""
"","",2022-04-29,CROUSE,"",0.0409,"","",""
"","",2022-04-29,Mud Run,"",0.037,"","",""
"","",2022-04-29,Seattle-Duwamish,"","","",4.5392,""
"","",2022-04-29,Florence-Department,"","","",2.4632,""
"","",2022-04-29,Hookstown,"",0.0438,"","",""
"","",2022-04-29,El Centro - 9th Stre,"",0.0542,58.7143,"",""
"","",2022-04-29,Madera-City,"",0.0386,20.0941,7.5882,""
"","",2022-04-29,BELLFNT2,"",0.0443,"","",2.0E-4
"","",2022-04-29,French Town - Beckwi,"","","",6.4621,""
"","",2022-04-29,Fallon,"",0.0416,"","",""
"","",2022-04-29,BRYSON,"",0.0405,"",10.128,""
"","",2022-04-29,Evergreen,"",0.0511,"","",""
"","",2022-04-29,Wash. Crossing,"",0.0501,"","",""
"","",2022-04-29,Alamo Lake,"",0.058,"","",""
"","",2022-04-29,EFFINGHM,"",0.0376,"","",""
"","",2022-04-29,E. Milton - Blue Hil,8.0E-4,0.0444,"","",""
"","",2022-04-29,Ancora State Hosptia,"",0.0432,"","",""
"","",2022-04-29,MARYVILL,"","","",11.0673,""
"","",2022-04-29,San Luis Rio Colorad,"",0.0552,"","",""
"","",2022-04-29,CAPCOG Round Rock Br,"",0.0275,"","",""
"",0.1789,2022-04-29,Fort Collins - CSU -,"",0.0487,"","",""
"","",2022-04-29,Santee Sioux,"",0.0343,"","",""
"","",2022-04-29,Crestline - Lake Gre,"",0.0553,"","",""
"","",2022-04-29,Sonora - Barretta St,"",0.038,"","",""
"","",2022-04-29,San Antonio,"",0.0462,"","",""
"","",2022-04-29,Evans - Riverside Pa,"",0.0309,"","",""
"","",2022-04-29,Capitol,"",0.039,"",14.7738,""
"","",2022-04-29,WARREN,"",0.0318,"","",""
"","",2022-04-29,Fernley,"",0.0393,"","",""
"","",2022-04-29,Congaree Bluff,"",0.0269,"","",""
"","",2022-04-29,Cheney-Turnbull (SO),"",0.0315,6.5326,"",""
"","",2022-04-29,NEWPORT,"",0.0481,"","",""
"","",2022-04-29,Wamsutter,0.0015,0.046,11.3231,"",""
"","",2022-04-29,Placerville,"",0.0452,"","",""
"",0.3707,2022-04-29,I25 Denver,0.0194,"","",9.3416,""
"","",2022-04-29,2LL Los Lunas,"",0.0512,"","",""
"","",2022-04-29,LABP,"",0.0402,"","",""
"","",2022-04-29,Friendship Park,"","","",12.8037,""
"","",2022-04-29,Portland Lincoln Hig,"","","",2.6632,""
"","",2022-04-29,McCall,"","","",4.1359,""
"","",2022-04-29,Cedar Bluff,"",0.0333,"","",9.0E-4
"","",2022-04-29,SHEPVILL,"",0.0416,"","",""
"","",2022-04-29,Billings Coburn Rd,"","","","",0.0
"","",2022-04-29,NMARKET,"",0.0453,"","",""
"","",2022-04-29,WIDEWATER,"",0.0411,"","",""
"","",2022-04-29,Bellingham Pacific,"","","",2.8387,""
"","",2022-04-29,RHINELANDER,"","","","",0.0
"","",2022-04-29,Rome,"","","",14.6463,""
"","",2022-04-29,OWENPRI,"",0.0566,"",8.6824,""
"","",2022-04-29,Watertown,"",0.0255,14.0,10.4,""
"","",2022-04-29,Huntsville Old Airpo,"",0.0379,"",17.6873,""
"","",2022-04-29,Fairgrounds,"",0.0454,"","",""
"","",2022-04-29,Jacobs,"","",10.7383,"",""
"","",2022-04-29,Grand Junction - Pow,"","","",6.3255,""
"","",2022-04-29,Leavenworth-U.S. Pen,"",0.0345,"","",""
"","",2022-04-29,Westlake,"","","",8.7944,""
"","",2022-04-29,KSPORT,"",0.0475,"","",""
"","",2022-04-29,Forest Grove Pacific,"","","",3.62,""
"","",2022-04-29,Bayonne,0.0055,0.0452,"","",0.0
"","",2022-04-29,Floyd Dryden,"","",5.901,3.6525,""
"","",2022-04-29,Ajo,"","",25.7619,"",""
"","",2022-04-29,Sequoia and Kings Ca,"",0.0458,"",6.033,""
"","",2022-04-29,LISLE,"",0.0252,"","",""
"","",2022-04-29,St. Martinville,"",0.0429,"","",""
"","",2022-04-29,HARBOR BEACH,"",0.0378,"","",""
"","",2022-04-29,Porterville-NFS,"",0.0396,"",9.2353,""
"",0.2021,2022-04-29,MUNRO STREET,0.0127,"","","",""
"","",2022-04-29,LSU,"",0.0376,"","",""
"","",2022-04-29,Kennebunkport,"",0.0405,"","",""
"","",2022-04-29,CHICOPEE,7.0E-4,0.0453,"",3.52,""
"","",2022-04-29,YPSILANTI,"",0.0314,"",6.908,""
"",0.2983,2022-04-29,DP4TH,0.0153,"","",7.1587,0.0018
"","",2022-04-29,Kinsman Maintenance,"",0.0328,"","",""
"","",2022-04-29,Rosalia-Josephine St,"","","",3.3567,""
"","",2022-04-29,Tunkhannock,"","","",4.3536,""
"","",2022-04-29,Duncanville Middle S,"",0.0393,"","",""
"","",2022-04-29,FRANKLN,"",0.04,"","",""
"","",2022-04-29,Macon Forestry,"",0.0348,21.0,10.0864,0.001
"","",2022-04-29,United Ave,"",0.0347,"",24.1019,0.001
"","",2022-04-29,Newburgh,"","","",2.0442,""
"","",2022-04-29,Roosvelt,0.0019,"","",5.4845,""
"","",2022-04-29,Alton,"",0.0342,"","",""
"","",2022-04-29,Pennsuco,0.0185,"","","",""
"","",2022-04-29,Carmel Valley AMS,"",0.0346,"",5.5583,""
"","",2022-04-29,Shadyside,0.0085,"","","",0.0
"","",2022-04-29,Delaware,"",0.0401,"","",""
"","",2022-04-29,Bonifay,"",0.0432,"",13.6663,""
"","",2022-04-29,Pahala,"","","",2.2778,0.0027
"","",2022-04-29,CHI_SWFP,"",0.036,"","",""
"","",2022-04-29,Apple Valley,"","","",8.0,""
"","",2022-04-29,Kingery Near-road #1,"","","",8.801,""
"","",2022-04-29,Rosenstiel,0.001,0.044,"","",""
"","",2022-04-29,Carlyss,"",0.0525,"","",""
"","",2022-04-29,Baltimore County Nea,0.0213,"","","",""
"","",2022-04-29,Buffalo,"","",35.7692,11.6462,""
"","",2022-04-29,Mill City,"","","",2.4,""
"","",2022-04-29,Lander SLAMS,"","","",5.1349,""
"","",2022-04-29,Miami Golf Course,"","",34.8375,"",""
"","",2022-04-29,Potato Creek State P,"",0.0388,"","",""
"","",2022-04-29,Dutchtown,"",0.0344,"","",""
"","",2022-04-29,Libby Courthouse,"","",13.8039,9.3196,""
"","",2022-04-29,Cooley,"",0.0431,"","",""
"","",2022-04-29,Viking Lake State Pa,"",0.0369,"",7.6095,""
"","",2022-04-29,Trimble,"",0.0374,"","",""
"","",2022-04-29,Ashland,"",0.0352,"","",""
"","",2022-04-29,DECATUR,"",0.0361,"",11.9432,""
"","",2022-04-29,WOOD_WTP,"",0.0336,"","",""
"","",2022-04-29,Anthony,"","",40.528,7.456,""
"","",2022-04-29,Centerburg WWTP,"",0.0432,"","",""
"","",2022-04-29,Lawton North,"",0.031,14.9153,6.7472,""
"","",2022-04-29,North Spartanburg FS,"",0.0375,"","",""
"","",2022-04-29,Charleroi,"",0.0321,"",10.892,""
"","",2022-04-29,Pinedale,"",0.0468,"","",""
"","",2022-04-29,Miami Fire Station #,"","","",9.5,""
"","",2022-04-29,Piru - Pacific,"",0.0345,"",9.528,""
"","",2022-04-29,Wilmington,"",0.0366,"","",""
"","",2022-04-29,Harvard Yards,"","","","",0.0
"","",2022-04-29,Mayfield,"",0.0366,"","",""
"","",2022-04-29,WEST ALTON,"",0.0357,"","",""
"","",2022-04-29,SLV Middle School AM,"","","",3.5952,""
"","",2022-04-29,Wampanoag Laboratory,"",0.0444,"","",""
"","",2022-04-29,Holbrook,"",0.0445,"",6.038,""
"","",2022-04-29,Kingsport,"","","",8.9712,""
"","",2022-04-29,Tangerine & Camino d,"",0.0397,"","",""
"","",2022-04-29,Dirty Socks,"","",21.3069,"",""
"","",2022-04-29,Stafford,"",0.0428,"","",""
"","",2022-04-29,ROCK_LP,"",0.0281,"","",""
"","",2022-04-29,Minneapolis-Lowry Av,"","",16.119,"",""
"","",2022-04-29,Painesville,"",0.0293,"",5.7631,9.0E-4
"","",2022-04-29,TK Gregg,"","","",15.7349,""
"","",2022-04-29,CORBIN,"",0.0401,"","",""
"","",2022-04-29,La Pine Rural Fire D,"","","",4.8384,""
"","",2022-04-29,Uniontown,"",0.0354,"",7.1056,""
"","",2022-04-29,Twisp-Ewell St,"","","",4.3759,""
"","",2022-04-29,Hollister AMS,"",0.0367,20.3968,5.127,""
"","",2022-04-29,FLINT,"",0.0385,"",6.4675,""
"","",2022-04-29,Ritzville-Alder St,"","","",3.7051,""
"","",2022-04-29,Hood River West Side,"","","",3.3888,""
"","",2022-04-29,Candor,"",0.0519,"","",""
"","",2022-04-29,Queens Near-road,"","","",4.2234,""
"","",2022-04-29,Hershey,"",0.0457,"","",""
"","",2022-04-29,South Scottsdale,"",0.0392,40.9712,"",""
"","",2022-04-29,Joshua Tree NP - Bla,"",0.0606,"","",""
"","",2022-04-29,Mt Hall,"","","",4.04,""
"","",2022-04-29,NorthAdams,"","","",2.3529,""
"","",2022-04-29,HOLLAND,"",0.0377,"",6.5405,""
"","",2022-04-29,16th and Whitmore,"",0.0314,"","",-0.0017
"","",2022-04-29,W OWEN SCH,"","",24.129,10.304,""
"","",2022-04-29,Sebree,"","","","",0.004
"","",2022-04-29,Coyote Ranger Distri,"",0.0493,"","",""
"","",2022-04-29,Bloomfield,0.0039,0.0475,"","",0.0
"","",2022-04-29,LENOIRCOLL,"",0.029,"","",""
"","",2022-04-29,Hillcrest,"",0.0395,"","",""
"","",2022-04-29,San Martin,"",0.0327,"","",""
"","",2022-04-29,Bristol,"",0.0377,"","",""
"","",2022-04-29,Southern Maryland,"",0.0374,"","",""
"","",2022-04-29,Lockhart C1604,"",0.0253,"","",""
"","",2022-04-29,Aberdeen-Division St,"","","",2.5745,""
"","",2022-04-29,Bremerton-Spruce Ave,"","","",4.5686,""
"","",2022-04-29,CHIWAUKEE,"",0.0411,"",7.501,""
"","",2022-04-29,York DW,"",0.0466,"","",""
"","",2022-04-29,Speedwell,"",0.0528,"","",""
"","",2022-04-29,King City AMS,"",0.0371,22.5,6.4683,""
"","",2022-04-29,Kutztown,"",0.0435,"","",""
"","",2022-04-29,Ukiah District Offic,"",0.0325,"","",""
"","",2022-04-29,Greenwich,"",0.0478,"","",""
"","",2022-04-29,Savannahs,"",0.0488,"","",""
"","",2022-04-29,Rahway PM,"","","",4.4737,""
"","",2022-04-29,Chaparral,"",0.0487,33.544,"",""
"","",2022-04-29,Fulton,"",0.041,"","",""
"","",2022-04-29,Enterprise - US Fore,"","","",3.5557,""
"","",2022-04-29,"Muscatine, Greenwood","","","","",1.0E-4
"","",2022-04-29,Blue Grass Trail,"",0.0533,"","",""
"","",2022-04-29,Lompoc HS&P,"",0.0426,"","",""
"","",2022-04-29,Gwinnett Tech,"",0.0354,25.6602,15.2854,""
"","",2022-04-29,SPFD_IB,"",0.0357,"","",""
"","",2022-04-29,Duluth-WDSE,"",0.0408,"",2.9796,""
"","",2022-04-29,East HS,"","","",7.7893,5.0E-4
"","",2022-04-29,ORGILL,"",0.0461,"","",""
"","",2022-04-29,TIDEWATER COMM. COLL,"",0.0397,"","",""
"","",2022-04-29,Lower Price Hill,"","","",7.1107,""
"","",2022-04-29,RG_SOUTH,"",0.0335,"",6.6664,""
"","",2022-04-29,Morro Bay,"",0.0376,"","",""
"","",2022-04-29,7E Deming Airport,"","",32.152,"",""
"","",2022-04-29,Lake Rockwell,"",0.0369,"","",""
"","",2022-04-29,La Grande Hall & N S,"","","",3.1608,""
"","",2022-04-29,Coso Junction,"","",25.2524,"",""
"","",2022-04-29,Canton,"","","",8.2777,""
"","",2022-04-29,Burns - Washington S,"","","",7.0432,""
